Orthogroup	aus_nigra	nz_nigra
OG0005189	TRINITY_DN1216_c0_g1.p2, TRINITY_DN7662_c0_g1.p1	TRINITY_DN48553_c0_g1.p1
OG0005190	TRINITY_DN1216_c0_g1.p3, TRINITY_DN352889_c0_g1.p1	TRINITY_DN3178_c0_g1.p2
OG0005191	TRINITY_DN1217_c0_g1.p1, TRINITY_DN492044_c0_g1.p1	TRINITY_DN1796_c0_g1.p1
OG0005192	TRINITY_DN1218_c0_g1.p3, TRINITY_DN9247_c0_g1.p1	TRINITY_DN17847_c0_g3.p1
OG0005193	TRINITY_DN121937_c0_g1.p1	TRINITY_DN26703_c0_g1.p1, TRINITY_DN4933_c0_g1.p11
OG0005194	TRINITY_DN12194_c0_g1.p2, TRINITY_DN12194_c0_g4.p1	TRINITY_DN9985_c0_g1.p4
OG0005195	TRINITY_DN12194_c1_g1.p1	TRINITY_DN107349_c0_g1.p1, TRINITY_DN15723_c0_g1.p4
OG0005196	TRINITY_DN122038_c0_g1.p1, TRINITY_DN561348_c0_g1.p1, TRINITY_DN592944_c0_g1.p1	
OG0005197	TRINITY_DN1220_c0_g1.p3	TRINITY_DN1889_c0_g1.p2, TRINITY_DN4724_c0_g2.p3
OG0005198	TRINITY_DN1220_c0_g1.p1, TRINITY_DN337899_c0_g1.p1	TRINITY_DN1889_c0_g1.p1
OG0005199	TRINITY_DN12213_c0_g1.p2	TRINITY_DN3719_c0_g1.p4, TRINITY_DN3719_c0_g1.p5
OG0005200	TRINITY_DN12213_c0_g2.p1	TRINITY_DN3719_c0_g1.p1, TRINITY_DN3719_c0_g1.p2
OG0005201	TRINITY_DN12218_c0_g3.p1, TRINITY_DN9181_c0_g1.p1	TRINITY_DN8231_c0_g1.p1
OG0005202	TRINITY_DN12236_c0_g1.p1	TRINITY_DN19369_c0_g1.p1, TRINITY_DN2544_c0_g1.p1
OG0005203	TRINITY_DN12237_c0_g2.p2, TRINITY_DN51245_c0_g1.p1	TRINITY_DN8567_c0_g2.p1
OG0005204	TRINITY_DN12237_c1_g1.p1, TRINITY_DN87841_c0_g1.p1	TRINITY_DN18656_c0_g1.p1
OG0005205	TRINITY_DN12245_c0_g1.p1, TRINITY_DN4044_c1_g1.p1	TRINITY_DN18606_c0_g5.p1
OG0005206	TRINITY_DN1225_c0_g1.p2	TRINITY_DN12545_c0_g1.p3, TRINITY_DN12545_c0_g1.p4
OG0005207	TRINITY_DN1225_c0_g1.p3, TRINITY_DN1225_c0_g2.p3	TRINITY_DN12545_c0_g1.p2
OG0005208	TRINITY_DN122718_c0_g1.p1, TRINITY_DN6467_c0_g1.p1	TRINITY_DN1298_c0_g1.p2
OG0005209	TRINITY_DN1227_c1_g1.p1	TRINITY_DN1471_c0_g1.p1, TRINITY_DN62542_c0_g1.p1
OG0005210	TRINITY_DN1229_c0_g1.p2, TRINITY_DN427847_c0_g1.p1, TRINITY_DN582754_c0_g1.p1	
OG0005211	TRINITY_DN12303_c0_g2.p1	TRINITY_DN7263_c0_g1.p1, TRINITY_DN782_c0_g1.p4
OG0005212	TRINITY_DN1230_c0_g2.p2	TRINITY_DN106727_c0_g1.p1, TRINITY_DN11862_c0_g1.p1
OG0005213	TRINITY_DN12314_c0_g1.p1, TRINITY_DN380462_c0_g1.p1	TRINITY_DN12799_c0_g1.p1
OG0005214	TRINITY_DN12316_c0_g1.p1, TRINITY_DN547600_c0_g1.p2	TRINITY_DN11679_c0_g1.p2
OG0005215	TRINITY_DN12319_c0_g1.p1	TRINITY_DN1800_c3_g1.p1, TRINITY_DN5616_c0_g2.p1
OG0005216	TRINITY_DN1231_c0_g1.p1, TRINITY_DN433995_c0_g1.p1	TRINITY_DN7048_c0_g1.p1
OG0005217	TRINITY_DN12322_c0_g1.p2, TRINITY_DN466_c1_g1.p1	TRINITY_DN1178_c0_g1.p1
OG0005218	TRINITY_DN12355_c0_g1.p1	TRINITY_DN6192_c0_g3.p1, TRINITY_DN6192_c0_g4.p1
OG0005219	TRINITY_DN12379_c0_g1.p1, TRINITY_DN536_c1_g1.p2	TRINITY_DN5827_c0_g1.p2
OG0005220	TRINITY_DN12384_c0_g1.p4, TRINITY_DN479142_c0_g1.p1	TRINITY_DN3430_c1_g1.p7
OG0005221	TRINITY_DN12390_c0_g1.p2, TRINITY_DN510_c4_g1.p3	TRINITY_DN5893_c0_g2.p6
OG0005222	TRINITY_DN12397_c0_g1.p1	TRINITY_DN6566_c0_g1.p3, TRINITY_DN9242_c0_g1.p1
OG0005223	TRINITY_DN12398_c0_g1.p1	TRINITY_DN7075_c0_g1.p2, TRINITY_DN87395_c0_g1.p1
OG0005224	TRINITY_DN123_c2_g1.p1	TRINITY_DN2030_c1_g3.p1, TRINITY_DN5018_c0_g1.p1
OG0005225	TRINITY_DN12406_c0_g1.p1	TRINITY_DN1379_c0_g1.p8, TRINITY_DN1379_c2_g1.p5
OG0005226	TRINITY_DN12420_c0_g1.p1, TRINITY_DN12420_c0_g1.p2	TRINITY_DN5994_c0_g1.p1
OG0005227	TRINITY_DN12426_c0_g1.p4, TRINITY_DN3552_c1_g1.p5, TRINITY_DN9284_c0_g1.p4	
OG0005228	TRINITY_DN12428_c0_g1.p5	TRINITY_DN2422_c0_g1.p1, TRINITY_DN2422_c0_g2.p4
OG0005229	TRINITY_DN12428_c1_g1.p1	TRINITY_DN135125_c0_g1.p1, TRINITY_DN3394_c0_g1.p1
OG0005230	TRINITY_DN1243_c0_g1.p2, TRINITY_DN3100_c0_g1.p2, TRINITY_DN4003_c1_g1.p1	
OG0005231	TRINITY_DN124_c3_g2.p1	TRINITY_DN2217_c0_g3.p1, TRINITY_DN94633_c0_g1.p1
OG0005232	TRINITY_DN125017_c0_g2.p2, TRINITY_DN293494_c0_g1.p2, TRINITY_DN386415_c0_g1.p1	
OG0005233	TRINITY_DN12509_c0_g1.p1, TRINITY_DN377981_c0_g1.p1	TRINITY_DN2081_c0_g1.p1
OG0005234	TRINITY_DN1250_c0_g1.p2, TRINITY_DN5259_c0_g1.p1	TRINITY_DN34855_c0_g1.p1
OG0005235	TRINITY_DN12510_c1_g1.p2, TRINITY_DN226604_c0_g2.p1	TRINITY_DN8356_c0_g1.p2
OG0005236	TRINITY_DN12526_c0_g2.p1	TRINITY_DN144709_c0_g1.p1, TRINITY_DN15657_c0_g1.p1
OG0005237	TRINITY_DN12546_c0_g1.p4	TRINITY_DN11730_c0_g2.p5, TRINITY_DN74853_c0_g1.p1
OG0005238	TRINITY_DN12554_c0_g1.p2, TRINITY_DN6062_c0_g1.p6	TRINITY_DN16841_c0_g1.p2
OG0005239	TRINITY_DN12570_c0_g1.p2, TRINITY_DN152252_c0_g1.p1, TRINITY_DN376692_c0_g1.p1	
OG0005240	TRINITY_DN12578_c2_g1.p1, TRINITY_DN46615_c0_g1.p1	TRINITY_DN5502_c0_g5.p1
OG0005241	TRINITY_DN12612_c0_g1.p1	TRINITY_DN13708_c0_g2.p1, TRINITY_DN6918_c0_g1.p1
OG0005242	TRINITY_DN12617_c0_g2.p3, TRINITY_DN93495_c0_g3.p1	TRINITY_DN30737_c0_g1.p1
OG0005243	TRINITY_DN12621_c0_g1.p1, TRINITY_DN432217_c0_g1.p1	TRINITY_DN85_c0_g2.p1
OG0005244	TRINITY_DN1262_c0_g1.p3, TRINITY_DN322476_c0_g1.p1	TRINITY_DN4391_c0_g1.p1
OG0005245	TRINITY_DN12632_c0_g1.p1	TRINITY_DN14924_c0_g1.p4, TRINITY_DN3733_c2_g1.p1
OG0005246	TRINITY_DN126339_c0_g1.p2, TRINITY_DN14859_c0_g1.p3	TRINITY_DN2187_c0_g2.p2
OG0005247	TRINITY_DN1264_c0_g1.p1, TRINITY_DN65261_c0_g1.p2	TRINITY_DN2896_c0_g1.p1
OG0005248	TRINITY_DN12653_c0_g1.p1	TRINITY_DN3042_c0_g1.p1, TRINITY_DN8014_c0_g2.p4
OG0005249	TRINITY_DN12661_c0_g1.p1, TRINITY_DN578890_c0_g1.p1	TRINITY_DN7179_c0_g1.p1
OG0005250	TRINITY_DN12691_c0_g1.p1, TRINITY_DN459081_c0_g1.p1	TRINITY_DN5908_c0_g3.p1
OG0005251	TRINITY_DN12698_c0_g1.p3, TRINITY_DN6357_c0_g1.p2	TRINITY_DN4954_c0_g1.p4
OG0005252	TRINITY_DN126_c2_g1.p1	TRINITY_DN11781_c0_g1.p3, TRINITY_DN152203_c0_g1.p1
OG0005253	TRINITY_DN1271_c0_g1.p1, TRINITY_DN491720_c0_g1.p1	TRINITY_DN25827_c0_g1.p1
OG0005254	TRINITY_DN12721_c0_g1.p5, TRINITY_DN517039_c0_g1.p1	TRINITY_DN51356_c0_g1.p2
OG0005255	TRINITY_DN12727_c0_g1.p1, TRINITY_DN147212_c0_g1.p1	TRINITY_DN30840_c0_g1.p1
OG0005256	TRINITY_DN12728_c0_g1.p1	TRINITY_DN18757_c0_g1.p12, TRINITY_DN7275_c0_g1.p2
OG0005257	TRINITY_DN12731_c1_g1.p1, TRINITY_DN431534_c0_g1.p1	TRINITY_DN13042_c0_g1.p1
OG0005258	TRINITY_DN12732_c0_g2.p1	TRINITY_DN235_c0_g2.p1, TRINITY_DN86470_c0_g1.p3
OG0005259	TRINITY_DN12749_c0_g1.p1	TRINITY_DN10907_c0_g1.p1, TRINITY_DN118718_c0_g1.p2
OG0005260	TRINITY_DN12751_c0_g2.p1	TRINITY_DN3094_c0_g1.p1, TRINITY_DN91488_c0_g1.p1
OG0005261	TRINITY_DN1276_c0_g1.p3, TRINITY_DN1475_c0_g2.p5	TRINITY_DN378_c0_g1.p5
OG0005262	TRINITY_DN12771_c0_g4.p1, TRINITY_DN78944_c0_g2.p1	TRINITY_DN15160_c1_g1.p1
OG0005263	TRINITY_DN12817_c0_g1.p1, TRINITY_DN28515_c0_g1.p1	TRINITY_DN3445_c0_g1.p2
OG0005264	TRINITY_DN1283_c0_g1.p1, TRINITY_DN72128_c0_g1.p1	TRINITY_DN3461_c0_g1.p2
OG0005265	TRINITY_DN1283_c0_g1.p3, TRINITY_DN154571_c0_g2.p1	TRINITY_DN3461_c0_g1.p1
OG0005266	TRINITY_DN12840_c0_g1.p2, TRINITY_DN224700_c0_g1.p1	TRINITY_DN7435_c0_g1.p2
OG0005267	TRINITY_DN12842_c0_g2.p1, TRINITY_DN12842_c0_g3.p1	TRINITY_DN3195_c0_g1.p3
OG0005268	TRINITY_DN12848_c0_g1.p1, TRINITY_DN580459_c0_g1.p1	TRINITY_DN60389_c0_g1.p1
OG0005269	TRINITY_DN1284_c2_g1.p2	TRINITY_DN1_c2_g1.p2, TRINITY_DN1_c2_g2.p1
OG0005270	TRINITY_DN12868_c0_g1.p1	TRINITY_DN16163_c0_g1.p1, TRINITY_DN603_c0_g3.p2
OG0005271	TRINITY_DN1287_c0_g2.p1, TRINITY_DN489175_c0_g1.p1	TRINITY_DN1053_c0_g1.p1
OG0005272	TRINITY_DN12882_c0_g1.p1, TRINITY_DN8378_c1_g1.p1	TRINITY_DN6032_c0_g1.p1
OG0005273	TRINITY_DN12892_c0_g2.p1, TRINITY_DN15161_c0_g1.p1	TRINITY_DN4906_c0_g2.p1
OG0005274	TRINITY_DN12894_c0_g1.p1, TRINITY_DN588704_c0_g1.p1	TRINITY_DN9718_c0_g1.p1
OG0005275	TRINITY_DN12895_c0_g1.p2, TRINITY_DN90095_c0_g2.p1	TRINITY_DN6563_c0_g1.p1
OG0005276	TRINITY_DN12896_c0_g1.p1	TRINITY_DN102221_c0_g1.p1, TRINITY_DN2170_c0_g1.p2
OG0005277	TRINITY_DN128_c0_g2.p6	TRINITY_DN1_c1_g2.p3, TRINITY_DN28468_c1_g1.p2
OG0005278	TRINITY_DN12901_c0_g1.p1, TRINITY_DN8049_c0_g1.p1	TRINITY_DN5367_c0_g2.p1
OG0005279	TRINITY_DN12908_c0_g1.p1, TRINITY_DN2868_c0_g1.p1	TRINITY_DN316_c2_g1.p1
OG0005280	TRINITY_DN129125_c0_g1.p1	TRINITY_DN114365_c0_g1.p1, TRINITY_DN48856_c0_g1.p1
OG0005281	TRINITY_DN12914_c0_g1.p1	TRINITY_DN30537_c0_g1.p3, TRINITY_DN30537_c0_g3.p1
OG0005282	TRINITY_DN129151_c0_g1.p1, TRINITY_DN3822_c0_g1.p1	TRINITY_DN7781_c0_g4.p1
OG0005283	TRINITY_DN1291_c0_g1.p2, TRINITY_DN17378_c0_g1.p2	TRINITY_DN3298_c0_g1.p1
OG0005284	TRINITY_DN1292_c0_g1.p4	TRINITY_DN18673_c0_g1.p5, TRINITY_DN82134_c0_g1.p1
OG0005285	TRINITY_DN12934_c0_g1.p2, TRINITY_DN52451_c0_g1.p1, TRINITY_DN88074_c0_g2.p1	
OG0005286	TRINITY_DN12942_c0_g1.p3	TRINITY_DN30550_c0_g1.p1, TRINITY_DN6945_c0_g1.p5
OG0005287	TRINITY_DN1294_c0_g1.p9, TRINITY_DN482867_c0_g1.p1, TRINITY_DN89882_c0_g2.p2	
OG0005288	TRINITY_DN12967_c0_g2.p1, TRINITY_DN67839_c0_g1.p1	TRINITY_DN128525_c0_g1.p2
OG0005289	TRINITY_DN1296_c2_g2.p1	TRINITY_DN11916_c0_g1.p2, TRINITY_DN90453_c0_g1.p1
OG0005290	TRINITY_DN1296_c3_g1.p1	TRINITY_DN16072_c0_g1.p1, TRINITY_DN35669_c0_g1.p1
OG0005291	TRINITY_DN12970_c0_g3.p1, TRINITY_DN6374_c0_g2.p1	TRINITY_DN8690_c0_g1.p1
OG0005292	TRINITY_DN129764_c0_g1.p1, TRINITY_DN5406_c0_g1.p1	TRINITY_DN5075_c0_g1.p1
OG0005293	TRINITY_DN12993_c2_g1.p1	TRINITY_DN4262_c0_g1.p1, TRINITY_DN90179_c0_g1.p1
OG0005294	TRINITY_DN12998_c0_g1.p1	TRINITY_DN492_c0_g1.p1, TRINITY_DN492_c0_g2.p1
OG0005295	TRINITY_DN13001_c0_g1.p1, TRINITY_DN1417_c0_g1.p1	TRINITY_DN651_c0_g1.p1
OG0005296	TRINITY_DN13002_c1_g1.p1, TRINITY_DN13002_c1_g3.p1	TRINITY_DN3007_c0_g2.p1
OG0005297	TRINITY_DN130069_c0_g1.p1, TRINITY_DN41585_c0_g1.p1	TRINITY_DN24135_c0_g2.p3
OG0005298	TRINITY_DN13006_c0_g1.p4	TRINITY_DN19107_c0_g2.p2, TRINITY_DN875_c0_g1.p7
OG0005299	TRINITY_DN13006_c0_g1.p7, TRINITY_DN876_c1_g1.p8	TRINITY_DN19107_c0_g2.p4
OG0005300	TRINITY_DN130146_c0_g2.p2, TRINITY_DN30201_c0_g2.p2	TRINITY_DN25454_c0_g1.p3
OG0005301	TRINITY_DN1301_c0_g1.p2, TRINITY_DN166761_c0_g1.p1	TRINITY_DN636_c0_g1.p2
OG0005302	TRINITY_DN130275_c0_g1.p1, TRINITY_DN333589_c0_g1.p1	TRINITY_DN1176_c0_g1.p1
OG0005303	TRINITY_DN13041_c0_g1.p8	TRINITY_DN11431_c0_g2.p2, TRINITY_DN63111_c0_g1.p1
OG0005304	TRINITY_DN1304_c0_g1.p3	TRINITY_DN3553_c0_g1.p2, TRINITY_DN76970_c0_g1.p1
OG0005305	TRINITY_DN1305_c0_g1.p1	TRINITY_DN603_c0_g3.p1, TRINITY_DN97789_c0_g1.p1
OG0005306	TRINITY_DN13060_c0_g1.p1, TRINITY_DN6154_c0_g2.p1	TRINITY_DN27113_c0_g1.p1
OG0005307	TRINITY_DN13066_c0_g1.p1	TRINITY_DN15005_c0_g1.p2, TRINITY_DN169_c0_g1.p4
OG0005308	TRINITY_DN13076_c0_g1.p1	TRINITY_DN278_c0_g1.p1, TRINITY_DN96381_c0_g1.p1
OG0005309	TRINITY_DN130790_c0_g2.p1, TRINITY_DN4776_c3_g1.p1	TRINITY_DN13945_c0_g1.p4
OG0005310	TRINITY_DN1307_c0_g1.p3, TRINITY_DN1307_c2_g1.p4	TRINITY_DN4478_c0_g1.p2
OG0005311	TRINITY_DN130800_c0_g1.p1	TRINITY_DN13109_c0_g1.p1, TRINITY_DN8829_c0_g1.p2
OG0005312	TRINITY_DN13086_c0_g1.p1	TRINITY_DN14853_c0_g1.p2, TRINITY_DN32825_c0_g1.p1
OG0005313	TRINITY_DN130878_c0_g1.p1, TRINITY_DN497418_c0_g1.p1, TRINITY_DN537332_c0_g1.p1	
OG0005314	TRINITY_DN13093_c0_g1.p3, TRINITY_DN7866_c0_g1.p2	TRINITY_DN4554_c0_g1.p2
OG0005315	TRINITY_DN13095_c0_g1.p6	TRINITY_DN3239_c1_g1.p3, TRINITY_DN46479_c0_g1.p1
OG0005316	TRINITY_DN130979_c0_g1.p1, TRINITY_DN3043_c1_g1.p1	TRINITY_DN4728_c0_g2.p1
OG0005317	TRINITY_DN13104_c0_g1.p2, TRINITY_DN6275_c0_g2.p1	TRINITY_DN4134_c0_g1.p1
OG0005318	TRINITY_DN131062_c0_g2.p1	TRINITY_DN3066_c0_g3.p1, TRINITY_DN6911_c0_g1.p1
OG0005319	TRINITY_DN13118_c0_g1.p3, TRINITY_DN392977_c0_g1.p1, TRINITY_DN63570_c0_g1.p1	
OG0005320	TRINITY_DN13118_c0_g1.p1, TRINITY_DN13118_c0_g3.p2, TRINITY_DN13118_c1_g1.p2	
OG0005321	TRINITY_DN13126_c0_g1.p2	TRINITY_DN40837_c1_g1.p1, TRINITY_DN7918_c0_g1.p1
OG0005322	TRINITY_DN13128_c1_g1.p1	TRINITY_DN3277_c0_g2.p1, TRINITY_DN75936_c0_g1.p1
OG0005323	TRINITY_DN131296_c0_g1.p1, TRINITY_DN271140_c2_g1.p1, TRINITY_DN402336_c0_g1.p1	
OG0005324	TRINITY_DN131297_c0_g1.p1, TRINITY_DN30004_c0_g1.p2	TRINITY_DN16754_c0_g1.p1
OG0005325	TRINITY_DN13130_c0_g1.p2	TRINITY_DN3080_c0_g1.p2, TRINITY_DN8665_c0_g2.p6
OG0005326	TRINITY_DN13146_c0_g1.p1, TRINITY_DN154146_c0_g1.p1	TRINITY_DN52984_c0_g1.p1
OG0005327	TRINITY_DN13151_c0_g1.p1	TRINITY_DN46371_c0_g1.p1, TRINITY_DN51496_c1_g1.p2
OG0005328	TRINITY_DN13160_c1_g3.p1, TRINITY_DN15009_c0_g1.p1, TRINITY_DN590193_c0_g1.p1	
OG0005329	TRINITY_DN131813_c0_g1.p1, TRINITY_DN427767_c0_g1.p2, TRINITY_DN532536_c0_g1.p1	
OG0005330	TRINITY_DN13201_c0_g1.p1, TRINITY_DN82283_c0_g1.p1	TRINITY_DN17739_c0_g1.p1
OG0005331	TRINITY_DN13206_c0_g1.p3, TRINITY_DN4511_c0_g1.p1	TRINITY_DN6721_c0_g1.p3
OG0005332	TRINITY_DN132134_c0_g2.p1, TRINITY_DN141404_c0_g1.p1, TRINITY_DN333213_c0_g1.p1	
OG0005333	TRINITY_DN1322_c1_g1.p6, TRINITY_DN376699_c0_g1.p1	TRINITY_DN15291_c0_g1.p1
OG0005334	TRINITY_DN132460_c0_g1.p3, TRINITY_DN43890_c0_g1.p2	TRINITY_DN34009_c0_g1.p2
OG0005335	TRINITY_DN13259_c0_g1.p1, TRINITY_DN581428_c0_g1.p1	TRINITY_DN654_c0_g1.p2
OG0005336	TRINITY_DN132628_c0_g1.p1, TRINITY_DN8525_c0_g1.p1	TRINITY_DN8221_c0_g1.p1
OG0005337	TRINITY_DN132736_c0_g1.p1	TRINITY_DN25176_c0_g1.p2, TRINITY_DN29_c0_g1.p2
OG0005338	TRINITY_DN13273_c0_g1.p3, TRINITY_DN35951_c0_g1.p1, TRINITY_DN35951_c0_g3.p1	
OG0005339	TRINITY_DN13281_c0_g1.p6	TRINITY_DN2466_c1_g1.p1, TRINITY_DN91_c0_g1.p5
OG0005340	TRINITY_DN132824_c0_g2.p1, TRINITY_DN16579_c0_g3.p1, TRINITY_DN427576_c0_g1.p1	
OG0005341	TRINITY_DN13294_c0_g1.p1, TRINITY_DN13294_c0_g1.p2	TRINITY_DN120279_c0_g1.p2
OG0005342	TRINITY_DN1329_c0_g1.p18	TRINITY_DN4924_c0_g1.p2, TRINITY_DN6769_c0_g1.p2
OG0005343	TRINITY_DN1329_c0_g1.p1, TRINITY_DN1329_c0_g1.p4	TRINITY_DN4924_c0_g1.p1
OG0005344	TRINITY_DN13301_c0_g1.p1	TRINITY_DN4988_c0_g1.p1, TRINITY_DN4988_c0_g3.p2
OG0005345	TRINITY_DN13307_c0_g1.p3	TRINITY_DN4219_c0_g1.p8, TRINITY_DN86190_c0_g1.p1
OG0005346	TRINITY_DN13307_c0_g1.p1	TRINITY_DN10551_c0_g1.p2, TRINITY_DN12767_c0_g1.p1
OG0005347	TRINITY_DN1330_c0_g1.p2	TRINITY_DN6841_c0_g4.p2, TRINITY_DN6841_c0_g5.p1
OG0005348	TRINITY_DN133145_c0_g2.p1, TRINITY_DN24749_c0_g4.p4, TRINITY_DN395268_c0_g1.p1	
OG0005349	TRINITY_DN13315_c0_g2.p1, TRINITY_DN4081_c0_g2.p2	TRINITY_DN30703_c0_g1.p1
OG0005350	TRINITY_DN1331_c0_g1.p3, TRINITY_DN22737_c0_g1.p1	TRINITY_DN6833_c0_g1.p5
OG0005351	TRINITY_DN13328_c0_g1.p1	TRINITY_DN1071_c0_g1.p1, TRINITY_DN16483_c0_g1.p1
OG0005352	TRINITY_DN133317_c0_g1.p1	TRINITY_DN37626_c0_g1.p1, TRINITY_DN8736_c0_g2.p2
OG0005353	TRINITY_DN13333_c0_g1.p1	TRINITY_DN35721_c0_g1.p1, TRINITY_DN6466_c0_g1.p2
OG0005354	TRINITY_DN133391_c0_g1.p1, TRINITY_DN444518_c0_g1.p1	TRINITY_DN23325_c0_g1.p1
OG0005355	TRINITY_DN133468_c0_g1.p1, TRINITY_DN14804_c1_g1.p3	TRINITY_DN3543_c0_g1.p2
OG0005356	TRINITY_DN13347_c0_g1.p3	TRINITY_DN38044_c0_g1.p1, TRINITY_DN7748_c0_g1.p2
OG0005357	TRINITY_DN13349_c0_g1.p2, TRINITY_DN3460_c0_g1.p1	TRINITY_DN5693_c0_g1.p2
OG0005358	TRINITY_DN1336_c2_g2.p1	TRINITY_DN27017_c0_g1.p1, TRINITY_DN52612_c0_g1.p1
OG0005359	TRINITY_DN1337_c0_g1.p3, TRINITY_DN1337_c0_g1.p4	TRINITY_DN13102_c0_g1.p1
OG0005360	TRINITY_DN1337_c0_g1.p1, TRINITY_DN1337_c0_g1.p2	TRINITY_DN13102_c0_g1.p3
OG0005361	TRINITY_DN13381_c0_g1.p1, TRINITY_DN4524_c0_g1.p2	TRINITY_DN2099_c0_g1.p1
OG0005362	TRINITY_DN13381_c0_g1.p2, TRINITY_DN21817_c1_g2.p1	TRINITY_DN2099_c0_g1.p2
OG0005363	TRINITY_DN1339_c0_g1.p1, TRINITY_DN3923_c0_g1.p1	TRINITY_DN15006_c0_g1.p1
OG0005364	TRINITY_DN1340_c0_g1.p1	TRINITY_DN16298_c0_g1.p1, TRINITY_DN58747_c0_g1.p1
OG0005365	TRINITY_DN1342_c0_g1.p1	TRINITY_DN2985_c0_g1.p1, TRINITY_DN56694_c0_g1.p1
OG0005366	TRINITY_DN134302_c0_g1.p1, TRINITY_DN38477_c0_g1.p1, TRINITY_DN434800_c0_g1.p1	
OG0005367	TRINITY_DN13439_c1_g1.p3	TRINITY_DN143333_c0_g1.p1, TRINITY_DN21933_c0_g1.p2
OG0005368	TRINITY_DN13440_c0_g1.p1, TRINITY_DN24698_c0_g2.p1, TRINITY_DN749_c1_g1.p1	
OG0005369	TRINITY_DN13445_c0_g1.p2, TRINITY_DN35219_c0_g1.p1, TRINITY_DN5298_c0_g1.p1	
OG0005370	TRINITY_DN1344_c0_g1.p1	TRINITY_DN4503_c0_g1.p1, TRINITY_DN4503_c0_g2.p1
OG0005371	TRINITY_DN13470_c0_g1.p1, TRINITY_DN637_c0_g1.p1	TRINITY_DN2097_c0_g1.p3
OG0005372	TRINITY_DN134783_c0_g1.p1, TRINITY_DN477582_c0_g1.p1, TRINITY_DN586763_c0_g1.p2	
OG0005373	TRINITY_DN13484_c0_g2.p1, TRINITY_DN29733_c0_g1.p1	TRINITY_DN962_c0_g1.p3
OG0005374	TRINITY_DN134935_c0_g2.p1, TRINITY_DN23867_c0_g1.p1	TRINITY_DN4719_c0_g2.p1
OG0005375	TRINITY_DN13502_c0_g1.p9	TRINITY_DN2924_c0_g1.p1, TRINITY_DN5703_c0_g2.p2
OG0005376	TRINITY_DN13518_c0_g1.p1, TRINITY_DN3523_c1_g1.p2	TRINITY_DN18681_c0_g1.p1
OG0005377	TRINITY_DN13525_c0_g1.p2	TRINITY_DN12957_c0_g1.p2, TRINITY_DN5326_c0_g1.p4
OG0005378	TRINITY_DN13535_c0_g1.p1	TRINITY_DN14397_c0_g1.p6, TRINITY_DN8465_c0_g1.p1
OG0005379	TRINITY_DN1357_c0_g3.p2	TRINITY_DN12682_c0_g2.p1, TRINITY_DN5474_c0_g2.p2
OG0005380	TRINITY_DN135840_c0_g1.p1, TRINITY_DN333295_c0_g1.p1, TRINITY_DN91213_c0_g3.p2	
OG0005381	TRINITY_DN135855_c0_g1.p1, TRINITY_DN27515_c0_g1.p1	TRINITY_DN4918_c0_g1.p1
OG0005382	TRINITY_DN13589_c0_g1.p1	TRINITY_DN100036_c0_g1.p1, TRINITY_DN4606_c0_g1.p1
OG0005383	TRINITY_DN135955_c0_g1.p1	TRINITY_DN50829_c0_g1.p1, TRINITY_DN72080_c0_g1.p2
OG0005384	TRINITY_DN13615_c0_g1.p2	TRINITY_DN15082_c0_g1.p3, TRINITY_DN72760_c0_g1.p1
OG0005385	TRINITY_DN13620_c0_g1.p1, TRINITY_DN5661_c0_g1.p1	TRINITY_DN4673_c0_g2.p1
OG0005386	TRINITY_DN13628_c0_g1.p1, TRINITY_DN5642_c0_g2.p1	TRINITY_DN10592_c0_g1.p1
OG0005387	TRINITY_DN136353_c0_g1.p1, TRINITY_DN3338_c0_g1.p1	TRINITY_DN9251_c0_g2.p1
OG0005388	TRINITY_DN1363_c0_g1.p1	TRINITY_DN121808_c0_g1.p1, TRINITY_DN7630_c0_g2.p1
OG0005389	TRINITY_DN1363_c0_g1.p2, TRINITY_DN1363_c0_g1.p3	TRINITY_DN7630_c0_g2.p2
OG0005390	TRINITY_DN13643_c0_g1.p1, TRINITY_DN589368_c0_g1.p1	TRINITY_DN16259_c0_g1.p1
OG0005391	TRINITY_DN13645_c0_g1.p2	TRINITY_DN60308_c0_g1.p1, TRINITY_DN90710_c0_g1.p1
OG0005392	TRINITY_DN1366_c0_g1.p1	TRINITY_DN1488_c0_g2.p5, TRINITY_DN7704_c0_g1.p1
OG0005393	TRINITY_DN1366_c4_g1.p1, TRINITY_DN374_c0_g1.p1	TRINITY_DN78986_c0_g1.p1
OG0005394	TRINITY_DN136725_c0_g1.p1, TRINITY_DN349807_c0_g1.p1, TRINITY_DN45694_c0_g1.p1	
OG0005395	TRINITY_DN1367_c0_g1.p1, TRINITY_DN176335_c0_g1.p3	TRINITY_DN10414_c0_g1.p2
OG0005396	TRINITY_DN13683_c0_g1.p1	TRINITY_DN6183_c0_g1.p2, TRINITY_DN6183_c0_g1.p3
OG0005397	TRINITY_DN13713_c0_g1.p2	TRINITY_DN64689_c0_g1.p1, TRINITY_DN8969_c0_g1.p2
OG0005398	TRINITY_DN13714_c2_g1.p2, TRINITY_DN604680_c0_g1.p1	TRINITY_DN64423_c0_g1.p1
OG0005399	TRINITY_DN13715_c0_g4.p1	TRINITY_DN2541_c0_g1.p2, TRINITY_DN33634_c0_g1.p1
